passage_id,source_id,review_round,paragraph_no,topic,content_zh,content_en,related_articles,related_pi,fulfillment_status,last_assessed_date
CO-2-085,src-2022-co-tc,2,85,自立生活（國際審查委員會對以下情形表示關切： a. 儘管衛生福利部決定）,國際審查委員會對以下情形表示關切： a. 儘管衛生福利部決定將服務方式從機構轉變為社區，但仍有對集中式照 顧設施進行更多投資的計畫。 b. 國家仰賴財源不穩定的公益彩券回饋金來支持自立生活。 c. 個人助理服務非常有限，未於不同部會之間進行協調，且往往忽視服務 需求者的想望。以及 d. 對輔具的經費補助要求身心障礙者負擔沉重的共同支付額，而且是補助 有限的、通常是過時的（輔具）項目，同時將家戶所得納入評估。,,A19,PI-11,pending,2026-05-01
CO-2-086,src-2022-co-tc,2,86,自立生活（國際審查委員會建議國家： a. 與身心障礙者、家庭、社區、住）,國際審查委員會建議國家： a. 與身心障礙者、家庭、社區、住所、支持服務提供者以及專業人員等群 體密切合作，制定去機構化策略，並制定有時限的計畫，以確保身心障 礙者能夠選擇於何處生活、如何生活以及與何人一起生活，從而使他們 能夠生活在自己的社區並積極參與其中。無論身心障礙者居住於何處， 他們都具有獲得必要支持的資格。 b. 擴大提供個人助理，以增加身心障礙者對自己生活的掌控。 c. 修正輔具的分配系統，以容納新開發的輔具，並在不造成身心障礙者經 濟困難下，確保輔具於全國的可及性。 d. 修正身心障礙者權益保障法和精神衛生法，以保證身心障礙者獲得社區 式支持服務，防止隔離和孤立。 e. 確保協調不同部門和部會之間，以及在轉銜時期的支持與服務，例如從 教育到就業，或從與家庭居住到自己居住。 f. 制定計畫，確保社會工作者及其他專業人員接受培訓，以瞭解如何以保 障其權利的方式支持心理社會障礙或其他類別障礙者，而非基於身心障 礙的醫療模式。 g. 確保自立生活的經費財源不是仰賴公益彩券回饋金，而是來自官方預算 分配。以及 h. 為身心障礙者的私人經營住房選項制定標準，並建立申訴和問責機制以 處理虐待問題。,,A19,PI-11,pending,2026-05-01
CO-2-087,src-2022-co-tc,2,87,個人行動能力（國際審查委員會關切，支持服務和輔具與科技的可及性，特別是： ）,國際審查委員會關切，支持服務和輔具與科技的可及性，特別是： a. 輔具的補助結構不足以支付實際費用，使輔具難以負擔。 b. 身心障礙者輔具費用補助辦法已在最近更新，但行政院未提供支持身心 障礙兒童的家長和團體參與修法的機會。因此，新規定無法滿足身心障 礙兒童於經濟支持和輔具種類所增加的需求。補助金額無法滿足輔具的 實際價格，這為家庭帶來沉重的經濟壓力，使身心障礙兒童無法獲得需 要的輔助科技。 c. 未提供輔助科技維修補助。所有設備都需要定期維護，沒有維護就無法 使用。缺乏輔助科技維修和維護的補助，造成需要此輔具科技的身心障 礙者沉重的經濟負擔。 d. 國家科技及技術委員會補助的 150 件身心障礙相關科技研究計畫，其中 有 9 位身心障礙學者獲得補助，而在這些補助計畫內僅聘用身心障礙者 2 人。,,A20,PI-08,pending,2026-05-01
CO-2-088,src-2022-co-tc,2,88,個人行動能力（國際審查委員會建議國家： a. 擴大對輔助科技的補助計畫，以）,國際審查委員會建議國家： a. 擴大對輔助科技的補助計畫，以涵蓋對這些（輔助科技）項目的維修和 定期維護。 b. 對身心障礙者輔具費用補助辦法進行參與式修正過程，並特別注意聽取 身心障礙兒童家長，以及為身心障礙兒童及其家庭提供支持服務團體的 意見。 c. 委託身心障礙研究人員針對「中低收入家庭」或「一般戶家庭」的身心 障礙者，由於必須支付一定比例的輔助科技費用而在經濟上處於不利地 位的程度進行研究，並根據研究結果修正法律和政策。 d. 為鼓勵身心障礙科學家的參與，於科學和科技研究計畫的申請中加入一 項規定，即申請之大學／公司必須包括身心障礙科學家和／或建立有實 質意義的身心障礙專家諮詢小組，並要求申請者制定計畫，增加身心障 礙者參與研究、生產及推出任何和成果相關商品與服務的人數。 表達與意見之自由及近用資訊（第 21 條）,,A20,PI-08,pending,2026-05-01
CO-2-089,src-2022-co-tc,2,89,個人行動能力（國際審查委員會對以下情形表示關切： a. 向公眾提供可及性資）,國際審查委員會對以下情形表示關切： a. 向公眾提供可及性資訊的部會間合作不足。 b. 金融服務部門對身心障礙者的無障礙服務不足。 c. 孕產婦關懷諮詢專線、全國家庭與教育諮詢專線以及自殺防治專線，尚 未建立手語翻譯功能或即時視訊通話功能。 d. 聾兒童和少年沒有充足的機會接觸手語，因為這種語言往往不作為培養 兒童溝通能力的一種選擇。許多家庭對手語持負面看法，沒有充足的資 源使其瞭解聾兒童和他們學習手語的好處。這導致聾兒童在發展的關鍵 時期失去了充分發揮潛力的機會，這對他們的一生都有影響。 e. 未達 70%的四級機構（如高中和地區衛生所）網站取得無障礙認證標 章。國家沒有審核或抽查包括四級機構在內未取得無障礙認證標章網站 的制度。 f. 尚無法律規範私部門有義務為身心障礙者提供無障礙網站。 g. 雖然在 COVID-19 期間，電視記者會有手語翻譯，但網路通報系統、為 公眾設計的互動式網站，以及與疫情措施相關的行動應用程式（app）的 可及性資訊至今仍不足，導致身心障礙者在取得重要的公共衛生資訊， 存有歧視性的時間差。,,A20,PI-08,pending,2026-05-01
CO-2-090,src-2022-co-tc,2,90,個人行動能力（國際審查委員會建議國家： a. 立法要求所有金融服務部門的所）,國際審查委員會建議國家： a. 立法要求所有金融服務部門的所有公司以可及性格式提供資訊，包括手 語和易讀，並且立法要求金融服務部門第一線人員接受有關身心障礙及 如何與各種身心障礙者溝通的持續培訓。 b. 確保政府機關與公眾的所有溝通方式（包括其專線）都有視訊通話和手 語翻譯功能。 c. 為了在（兒童）早期服務和學校中提高對手語的認識和使用，邀請聾兒 童、其家庭和代表團體，向政府建議所需的措施，且應向家庭提供有關 使用手語養育聾兒童的資源。 d. 責成國家通訊傳播委員會建立抽查公共網站無障礙的機制，抽查對象應 包含四級機構（例如高中和地區衛生所）。 e. 修正身心障礙者權益保障法，規定包括私部門在內的所有組織有義務確 保其網站和行動應用程式符合無障礙，並規定國家通訊傳播委員會有法 律責任定期監督網路無障礙遵守情況並公布其調查結果。 f. 衛生福利部應確保提供給公眾的公共衛生資訊，包括 COVID-19 相關資 訊，立即以可及性格式提供，包括在行動應用程式和網站上。,,A20,PI-08,pending,2026-05-01
CO-2-091,src-2022-co-tc,2,91,尊重隱私（國際審查委員會關切，精神衛生法第 25 條允許精神科臨床醫事）,國際審查委員會關切，精神衛生法第 25 條允許精神科臨床醫事人員「因 病人病情或醫療需要」而限制住院病人與外界的通訊。精神科病房的病人 不被允許使用行動電話，是因為有可能被充電器電線綁住的表面風險。國 際審查委員會關切，醫院沒有積極的義務去允許和促進住院病人與他們的 家人、朋友和外界的通訊，而且限制通訊的理由也過於籠統。,,A22,,pending,2026-05-01
CO-2-092,src-2022-co-tc,2,92,尊重隱私（國際審查委員會建議衛生福利部和立法院在起草和通過新版本精神衛）,國際審查委員會建議衛生福利部和立法院在起草和通過新版本精神衛生法 的過程中，限縮現行精神衛生法第 25 條的規定，只有在有確切的證據證 明如果不限制通訊，會對病人或其他特定人員造成嚴重和緊迫的傷害時， 才允許限制通訊。病人可以向法院針對此類決定提出上訴；在上訴過程 中，提供無須經過資力審查的法律扶助，以使（病人）獲得律師代理。,,A22,,pending,2026-05-01
CO-2-093,src-2022-co-tc,2,93,尊重家居（國際審查委員會對以下情形表示關切： a. 身心障礙者缺乏教育）,國際審查委員會對以下情形表示關切： a. 身心障礙者缺乏教育支持、育兒、婚前和婚後的諮詢服務以及生育控制 的選擇。 b. 2016 年至 2019 年，身心障礙兒童的家外安置比率以及父母拋棄照顧的 比率，均高於非身心障礙兒童。 c. 發展遲緩、患有疾病或有特殊狀況之兒童，亦較有可能受到棄養而於國 外收養。 d. 缺乏對雙胞胎／多胞胎身心障礙兒童的父母和家庭提供支持。 e. 缺乏將雙胞胎／多胞胎身心障礙兒童安置在同一家庭重要性之認知。,,A23,PI-11,pending,2026-05-01
CO-2-094,src-2022-co-tc,2,94,尊重家居（國際審查委員會建議國家： a. 增加對身心障礙者包括 LGB）,國際審查委員會建議國家： a. 增加對身心障礙者包括 LGBTIQ 族群，育兒、婚前和婚後問題之教育支 持和諮詢服務，並將服務重點從生育控制擴大到生殖健康。 b. 確保不會違反身心障礙兒童的意願，將其與父母分離，而是提供父母支 持，讓兒童儘可能在家庭環境中被養育。 c. 發展計畫以減少身心障礙兒童家外安置和國外收養比率。 d. 肯認有必要對養育雙胞胎／多胞胎身心障礙兒童父母及家庭提供支持， 並確保其能夠獲得所需要的支持及服務。 e. 推動將雙胞胎／多胞胎身心障礙兒童安置在同一家庭，並提供適當支 持。,,A23,PI-11,pending,2026-05-01
CO-2-095,src-2022-co-tc,2,95,教育（國際審查委員會對以下情形表示關切： a. 國家對融合教育的定）,國際審查委員會對以下情形表示關切： a. 國家對融合教育的定義呈現混淆，誤認為融合教育只針對身心障礙學 生，特別提倡統合而不是融合。 b. 就高中以下的身心障礙學生在一般學校／普通班級就讀的比例而言，融 合教育的進展緩慢。 c. 無論是特殊教育人員還是普通教育人員，均尚未準備好教導多元的學習 者，也尚未準備好在整個教育系統中應用通用學習設計的概念，而不僅 僅是針對身心障礙的學習者。 d. 合理調整的概念尚未被理解，也尚未在整個學校系統中推廣，以減少各 級一般學校對身心障礙學生的排除。 e. 為了讓孩子上學，家庭需要支付支持服務費用。 f. 兒童，尤其是生活在偏遠地區者，獲得融合教育的機會有限。 g. 學校經常對身心障礙兒童採取，例如訓斥、要求父母或主要照顧者在課 堂上、或與父母一起在家上學或停課等措施。學校也經常實施強制離開 原班級上課和人身脅迫，或聯繫警察或消防部門，將此類學生戒護到醫 院。,,"A24,GC4","PI-12,PI-13,PI-14,PI-10",pending,2026-05-01
CO-2-096,src-2022-co-tc,2,96,教育（國際審查委員會建議國家： a. 促進融合教育，確保所有學習者）,國際審查委員會建議國家： a. 促進融合教育，確保所有學習者在同一系統內充分參與，使多樣性得到 重視且個人教育需求得到滿足，以符合聯合國身心障礙者權利委員會的 第 4 號一般性意見。 b. 將促進融合性教育的責任從特殊教育轉移到普通教育。 c. 提高普通教育教師、特殊教育教師和行政人員將身心障礙學生納入一般 班級的能力，藉由將培訓重點從身心障礙議題轉向通用學習設計、教導 具有不同學習需求和特質的學生，以及包括高等教育在內各層級的合理 調整。 d. 移除父母支持身心障礙兒童在學校的所有責任，無論是透過在經濟上的 支持或是提供個人支持。 e. 將身心障礙議題納入十二年國民基本教育課程綱要和幼兒園教保活動課 程大綱，以便讓特殊教育和普通教育的教師和學生瞭解、欣賞和融合身 心障礙學生。 f. 確保少年矯正學校和安置機構中的身心障礙兒童接受教育，而不是簡單 地認為他們在接受「刑事處罰」。 g. 擴大特教學生助理人員的學校服務時間，充分支持身心障礙學生的校園 生活。以及 h. 主動加強教師們的知識和技能，例如正向行為支持，為教師們提供巡迴 支持，並採用倫理守則來管理特殊教育學生的行為。,,"A24,GC4","PI-12,PI-13,PI-14,PI-10",pending,2026-05-01
CO-2-097,src-2022-co-tc,2,97,健康（國際審查委員會對下列方面表示關切： a. 現有的診所很少能讓）,國際審查委員會對下列方面表示關切： a. 現有的診所很少能讓身心障礙者近用。 b. 國家撤銷了「醫療機構設置標準」的提案，在醫療設施的規劃應優先適 用該設置標準。 c. 醫療專業人員的培訓缺乏身心障礙人權模式，限制了身心障礙者取得主 流健康服務。 d. 被拘留在監獄或其他矯正機構中的身心障礙者經常難以使用到主流健康 照顧服務。 e. 在 COVID-19 疫情期間，身心障礙者的健康照顧受到影響。 f. 並非所有的 COVID-19 疫苗接種診所都可讓身心障礙者近用，特別是在 鄉村地區。 g. 應對隔離中的身心障礙者，提供足夠的外展醫療服務。,,A25,PI-16,pending,2026-05-01
CO-2-098,src-2022-co-tc,2,98,健康（國際審查委員會建議國家： a. 確保醫療保健提供者有法定義務）,國際審查委員會建議國家： a. 確保醫療保健提供者有法定義務，使其設施與服務符合無障礙。包括所 有診所、治療或復健中心和醫院。將無障礙環境作為認證和政府補助的 一項要求。 b. 提供指引、獎勵與支持，以確保提供溝通、健康、福利、醫療資訊和網 站格式時，具有可及性。 c. 確保監獄和其他矯正機構中的身心障礙者能夠在與其他人平等的基礎上 及時獲得醫療保健。緊急修正 COVID-19 服務指引，以確保身心障礙 者，無論是否住院，都能獲得符合其需求的個人協助與支持。 d. 確保所有身心障礙者都能獲得 COVID-19 疫苗接種，包括那些被認為沒 有能力做出醫療決定的身心障礙者。,,A25,PI-16,pending,2026-05-01
CO-2-099,src-2022-co-tc,2,99,適應訓練（國際審查委員會對以下情形表示關切： a. 政府優先考量健康和）,國際審查委員會對以下情形表示關切： a. 政府優先考量健康和醫療取向的服務，而身心障礙者的就業、教育和社 會服務則不夠充分。 b. 身心障礙者在獲得適應訓練和復健服務方面，面臨一定的經濟負擔。 c. 核發身心障礙證明的資格標準過於狹窄。 d. 身心障礙證明制度對身心障礙者能夠獲得的服務數量和類別造成不必要 的限制，從而無法滿足身心障礙者的適應訓練和復健需求。 e. 不同社區缺乏獲得適應訓練和復健服務的機會，包括身心障礙者、原住 民部落、生活在鄉村或偏遠地區者以及具有交織性身分者。 f. 對心理社會障礙者自由結社以建立以社區為基礎的同儕支持團體施以限 制；以及 g. 缺乏認可和資源以建立心理衛生同儕工作者角色，以及基於同儕支持為 基礎的職業和復元服務。 100.國際審查委員會建議國家： a. 建立一個架構，根據需要提供適應訓練和復健服務，而非根據經濟能力 或持有身心障礙證明。 b. 確保適應訓練和復健服務更加著重於提供住所、就業、教育、交通和社 會服務。 c. 促進以社區為基礎的發展並為其提供資源，以擴大現有服務的範圍。 d. 增加對社群團體資源的挹注，擴大其對身心障礙者的支持與服務，以支 持身心障礙者能充分參與和融合社區生活。 e. 確保所有身心障礙者都能公平地獲得能滿足其需求並符合本人想望與偏 好的服務。 f. 消除心理社會障礙者結社和參與社區發展的限制。 g. 認可與提供資源以建立心理衛生同儕工作者角色，以及基於同儕支持為 基礎的職業與復元服務。,,A26,,pending,2026-05-01
CO-1-001,src-2017-co-ch,1,1,其他（中華民國 (台灣) 立法院於 2014 年 8 月，通過身心）,中華民國 (台灣) 立法院於 2014 年 8 月，通過身心障礙者權利公約施行法 (下稱 「CRPD 施行法」)。該法於 2014 年 12 月正式生效，成為 CRPD 融入國內體系 之規範架構。,,,,pending,2026-05-01
CO-1-002,src-2017-co-ch,1,2,其他（行政院於 2016 年 12 月依 CRPD 施行法提交首次）,行政院於 2016 年 12 月依 CRPD 施行法提交首次國家報告，並於 2017 年 3 月 提供英文版。為就首次國家報告進行審查，台灣政府邀請五位專家組成國際審 查委員會（International Review Committee，IRC）。專家成員包括 Diane Kingston (英國)、長瀨修 (日本：主席)、Adolf Ratzka (瑞典)、Diane Richler (加 拿大) 及 Michael Ashley Stein (美國) 等五位身心障礙權利專業人士；五人係以 個人身分擔任委員，不代表各自居留國家。,,,,pending,2026-05-01
CO-1-003,src-2017-co-ch,1,3,其他（國際審查委員會就台灣初次國家報告進行審查，並於 2017 年）,國際審查委員會就台灣初次國家報告進行審查，並於 2017 年 7 月 24 日提出問 題清單。在擬訂問題清單時，國際審查委員會亦參考民間組織 (包括身心障礙組 織) 所提交的平行報告及建議問題。政府於 2017 年 9 月 8 日就問題清單提出詳 細回應。國際審查委員會亦接獲公民社會(包括身心障礙者代表組織) 針對政府 回應提出的各項意見。,,,,pending,2026-05-01
CO-1-004,src-2017-co-ch,1,4,其他（2017 年 10 月 30 日至 11 月 1 日，國際審）,2017 年 10 月 30 日至 11 月 1 日，國際審查委員會於台北台大醫院國際會議中心 召開審查會議 (含對話)，並於 2017 年 11 月 3 日通過與發表結論性意見。,,,,pending,2026-05-01
CO-1-005,src-2017-co-ch,1,5,其他（對於台灣政府及人民為落實 CRPD 所付出的心力，國際審查委）,對於台灣政府及人民為落實 CRPD 所付出的心力，國際審查委員會深表感謝。 由審查期間內，與政府間的建設性對話中，可看出政府全力推行 CRPD 的決 心。為確保持續成功，並符合第 4.3 及 33.3 條規定，公民社會 (尤其是身心障礙 者及其代表組織) 的積極參與至關重要。,,,,pending,2026-05-01
CO-1-006,src-2017-co-ch,1,6,其他（對於衛生福利部 (尤其是 CRPD 小組) 提供的各項實質及）,對於衛生福利部 (尤其是 CRPD 小組) 提供的各項實質及程序支援，國際審查委 員會在此表達感謝之意。 II. 正面意見,,,,pending,2026-05-01
CO-1-007,src-2017-co-ch,1,7,其他（國際審查委員會肯定國家在以下方面的努力： a) 決定自願參與）,國際審查委員會肯定國家在以下方面的努力： a) 決定自願參與 CRPD 及其他人權公約的國際審查程序。 b) 著手辦理身心障礙者權利宣導活動，並開始檢討不符合 CRPD 的各項領域。 c) 採取初步措施，於都市地區 (例如台北捷運) 提供無障礙設施。 d) 擬定「身心障礙者權利公約法規及行政措施檢視標準作業流程」。 III. 主要疑慮及建議 A. 一般原則及義務 (第 1至 4條),,,,pending,2026-05-01
CO-1-008,src-2017-co-ch,1,8,其他（國際審查委員會認為國家即使已修改貶抑用語，各項法規主要仍將身）,國際審查委員會認為國家即使已修改貶抑用語，各項法規主要仍將身心障礙者 視為有待保護對象，而非權利主體。,,,,pending,2026-05-01
CO-1-009,src-2017-co-ch,1,9,其他（國際審查委員會建議國家加速檢討法律用語與取向、政策及實踐以促）,國際審查委員會建議國家加速檢討法律用語與取向、政策及實踐以促成典範之 轉移，意即承認身心障礙者擁有完整人權及基本自由，並設定完成法規檢視期 程。,,,,pending,2026-05-01
CO-1-010,src-2017-co-ch,1,10,其他（國際審查委員會認為國家採用醫學方法，根據國際衛生組織國際健康）,國際審查委員會認為國家採用醫學方法，根據國際衛生組織國際健康功能與身 心障礙分類系統 (ICF) 判斷身心障礙，主要聚焦於個人先天或醫學缺損所產生的 各種案例，同時忽略了環境因素造成的阻礙，且未承認在 CRPD 中，身心障礙 屬於不斷演變的概念，更於問題清單的回覆內容中，表明政府方面無意改變。,,,,pending,2026-05-01
CO-1-011,src-2017-co-ch,1,11,其他（國際審查委員會建議國家將身心障礙者人權模式納入國家立法，關注）,國際審查委員會建議國家將身心障礙者人權模式納入國家立法，關注所有身心 障礙者的人格尊嚴，以及可能導致其無法在平等基礎上充分有效參與社會的各 類阻礙。,,,,pending,2026-05-01
CO-1-012,src-2017-co-ch,1,12,其他（國際審查委員會對於國家缺乏通用設計的法律定義、了解及應用表示）,國際審查委員會對於國家缺乏通用設計的法律定義、了解及應用表示關切。,,,,pending,2026-05-01
CO-1-013,src-2017-co-ch,1,13,其他（國際審查委員會建議國家修法，以納入通用設計定義，並說明如何規）,國際審查委員會建議國家修法，以納入通用設計定義，並說明如何規範教育、 衛生、交通、司法近用，及建築環境，包含公私部門等領域。,,,,pending,2026-05-01
CO-1-014,src-2017-co-ch,1,14,其他（國際審查委員會認為國家未採取充分的措施，在法規、政策及實踐層）,國際審查委員會認為國家未採取充分的措施，在法規、政策及實踐層面有效落 實 CRPD 第 3 條所設之原則。,,,,pending,2026-05-01
CO-1-015,src-2017-co-ch,1,15,其他（國際審查委員會建議國家建立法律架構，以全面施行與適用 CRP）,國際審查委員會建議國家建立法律架構，以全面施行與適用 CRPD 第 3 條規 定，包括修訂與改革既有政策及實踐。,,,,pending,2026-05-01
CO-1-016,src-2017-co-ch,1,16,其他（國際審查委員會認為國家於法規制定過程中，未能充分徵詢身心障礙）,國際審查委員會認為國家於法規制定過程中，未能充分徵詢身心障礙組織意 見，且未真正針對全國及地方身心障礙組織給予不帶條件的支持。,,,,pending,2026-05-01
CO-1-017,src-2017-co-ch,1,17,其他（國際審查委員會建議國家設置正式機制，以確保身心障礙者及其代表）,國際審查委員會建議國家設置正式機制，以確保身心障礙者及其代表組織在中 央及地方層級，均能有效參與相關事務。有效參與必須涵蓋家庭、婦女、兒 童、原住民及其他弱勢身心障礙組織，以及所有障礙類別。國家必須在擬訂、 施行與監督影響身心障礙者生活的法規、公共政策、預算及行動計畫期間，確 實徵詢身心障礙組織意見，以保障身心障礙者的自主與自決權。,,,,pending,2026-05-01
CO-1-018,src-2017-co-ch,1,18,其他（國際審查委員會認為 CRPD 的中譯文並未充分表達原文意涵，）,國際審查委員會認為 CRPD 的中譯文並未充分表達原文意涵，包括「無障礙」 (accessibility) 及「合理調整」(reasonable accommodation) 等用語。,,,,pending,2026-05-01
CO-1-019,src-2017-co-ch,1,19,其他（國際審查委員會建議國家更新 CRPD 中譯文，包括「無障礙」）,國際審查委員會建議國家更新 CRPD 中譯文，包括「無障礙」及「合理調整」 等用語。,,,,pending,2026-05-01
CO-1-020,src-2017-co-ch,1,20,其他（國際審查委員會認為國家缺乏適當計畫與承諾，無法確保地方政府及）,國際審查委員會認為國家缺乏適當計畫與承諾，無法確保地方政府及行政機關 依法承擔 CRPD 相關義務。,,,,pending,2026-05-01
CO-1-021,src-2017-co-ch,1,21,其他（國際審查委員會建議國家擬訂計畫，促使地方政府及行政機關確實承）,國際審查委員會建議國家擬訂計畫，促使地方政府及行政機關確實承擔 CRPD 相關義務，以確保全國各地均能符合 CRPD 規定，無任何限制或例外。 B. 個別權利 (第 5至 30條) 平等與不歧視 (第 5 條),,,,pending,2026-05-01
CO-1-022,src-2017-co-ch,1,22,其他（國際審查委員會對下列方面表示關切： a) 現行身心障礙立法並）,國際審查委員會對下列方面表示關切： a) 現行身心障礙立法並未適當規定國家的積極義務以確保實質平等。 b) 國家在回覆問題清單時，確認其未明確定義「合理調整」，且法律未規定拒絕 合理調整即構成歧視。以及 c) 國家未建立獨立機制以監督身心障礙立法是否符合規定。,,,,pending,2026-05-01
CO-1-023,src-2017-co-ch,1,23,其他（國際審查委員會建議： a) 國家立法禁止基於身心障礙的歧視，）,國際審查委員會建議： a) 國家立法禁止基於身心障礙的歧視，並確保身心障礙者 (包括具備多重及跨類 別身分者) 在實質上享有平等地位。 b) 國際審查委員會建議國家依 CRPD 第 2 條規定，將合理調整原則納入各項國 家法規，並確保法律規定拒絕合理調整即構成歧視，且公私部門均一致適用。 以及 c) 國家設置有效機制，以全面監督身心障礙相關立法符合規定，包括提供身心障 礙者尋求救濟及損害賠償的機會。 身心障礙婦女 (第 6 條),,,,pending,2026-05-01
CO-1-024,src-2017-co-ch,1,24,其他（國際審查委員會認為國家缺乏相關計畫，包括積極性差別待遇措施，）,國際審查委員會認為國家缺乏相關計畫，包括積極性差別待遇措施，以促進身 心障礙婦女及女童的權利，特別是具交叉形式身分者。,,,,pending,2026-05-01
CO-1-025,src-2017-co-ch,1,25,其他（國際審查委員會建議國家設計並採行有效計畫，包括積極性差別待遇）,國際審查委員會建議國家設計並採行有效計畫，包括積極性差別待遇措施，以 促進身心障礙婦女及女童權利，並消除其生活各面向之歧視。,,,,pending,2026-05-01
CO-1-026,src-2017-co-ch,1,26,其他（國際審查委員會認為國家的性別平等政策綱領中，缺乏全面保障身心）,國際審查委員會認為國家的性別平等政策綱領中，缺乏全面保障身心障礙婦女 權利的規定。,,,,pending,2026-05-01
CO-1-027,src-2017-co-ch,1,27,其他（國際審查委員會建議國家修訂性別平等政策綱領，以確保身心障礙婦）,國際審查委員會建議國家修訂性別平等政策綱領，以確保身心障礙婦女及女童 等能與他人處於平等地位；並確保性別平等政策綱領符合聯合國 CRPD 委員會 第 3 號一般性意見。 身心障礙兒童 (第 7條),,,,pending,2026-05-01
CO-1-028,src-2017-co-ch,1,28,其他（國際審查委員會對下列方面表示關切： a) 國家缺乏完整的早療）,國際審查委員會對下列方面表示關切： a) 國家缺乏完整的早療體系。 b) 隔離式特殊教育學校不定期傳出身心障礙兒童性別暴力事件，但有關單位卻拖 延或不予處理，心智障礙兒童的情況尤其嚴重。 c) 身心障礙兒童可獲取的資源存在城鄉差距。以及 d) 特殊需求兒童無法就學，因為缺乏具備回應緊急醫療的訓練人員。,,,,pending,2026-05-01
CO-1-029,src-2017-co-ch,1,29,其他（國際審查委員會建議國家： a) 建立完整的早療體系，落實跨專）,國際審查委員會建議國家： a) 建立完整的早療體系，落實跨專業身心障礙兒童通報與轉介，並整合對於兒童 及家庭提供的各項支持。 b) 確實調查、回應與救濟學校發生的身心障礙兒童性別暴力事件。 c) 消除家庭可獲取資源的城鄉差距。以及 d) 訓練學校人員處理特殊需求兒童可能出現的緊急狀況 (例如癲癇)，使其得以全 面參與學校活動。 意識提升 (第 8 條),,,,pending,2026-05-01
CO-1-030,src-2017-co-ch,1,30,其他（國際審查委員會對下列方面表示關切： a) 大眾媒體持續存在各）,國際審查委員會對下列方面表示關切： a) 大眾媒體持續存在各種負面刻板印象及歧視用語。 b) 國家的公眾教育及媒體未言及身心障礙刻板印象問題，以及因此造成的傷害與 影響。,,,,pending,2026-05-01
CO-1-031,src-2017-co-ch,1,31,其他（國際審查委員會建議國家： a) 全面消除生活中所有關於身心障）,國際審查委員會建議國家： a) 全面消除生活中所有關於身心障礙者的歧視及貶抑用語。以及 b) 針對身心障礙者的負面刻板印象實施宣導及教育計畫。此外，國家應與身心障 礙組織密切合作，針對大眾傳播媒體、公務人員 (包括司法、警務、執法、醫 療衛生、社會服務、教育部門) 及一般大眾辦理教育訓練，並進行影響評估。 無障礙 (第 9 條),,,,pending,2026-05-01
CO-1-032,src-2017-co-ch,1,32,其他（國際審查委員會對下列方面表示關切： a) 現行無障礙立法及執）,國際審查委員會對下列方面表示關切： a) 現行無障礙立法及執行措施僅為臨時性質，未妥善解決國家普遍缺乏無障礙環 境的問題。以及 b) 身心障礙者仍無法無障礙的使用網路銀行及行動應用程式，尤其是視覺障礙 者。,,,,pending,2026-05-01
CO-1-033,src-2017-co-ch,1,33,其他（國際審查委員會建議國家： a) 擬訂無障礙環境全面行動計畫，）,國際審查委員會建議國家： a) 擬訂無障礙環境全面行動計畫，採行一致的標準、監督及執行機制，包括不符 規定者的罰則、期程及預算，以確保辦公室、工作場所、基礎設施、人行環境 及大眾運輸 (包括計程車) 均能達到無障礙目標，無論城鄉或公私部門。國家 應委託獨立單位定期評估與檢視此計畫的執行情況，且獨立單位成員應包含身 心障礙者及其代表組織。以及 b) 金融監督管理委員會應與身心障礙者及其代表組織密切合作，採用較為有效的 執行方法，儘速使各金融服務能無障礙的提供大眾使用。 生命權 (第 10 條),,,,pending,2026-05-01
CO-1-034,src-2017-co-ch,1,34,其他（如同公民與政治權利國際公約 (ICCPR) 及經濟社會文化國）,如同公民與政治權利國際公約 (ICCPR) 及經濟社會文化國際權利公約 (ICESCR) 第二次審查 (2017 年 1 月 20 日) 所曾提出的先前建議，國際審查委員會針對國 家尚未廢除死刑表示關切。國際審查委員會 亦關切國家缺乏明確程序保障，以 避免社會心理/心智障礙 (精神障礙) 者蒙受死刑執行。,,,,pending,2026-05-01
CO-1-035,src-2017-co-ch,1,35,其他（國際審查委員會建議國家廢除死刑，在尚未廢除死刑前，法務部應於）,國際審查委員會建議國家廢除死刑，在尚未廢除死刑前，法務部應於審核死刑 案件執行實施要點中明確規定，以確保社會心理/心智障礙者不致蒙受死刑。 危險情況與人道緊急情況 (第 11 條),,,,pending,2026-05-01
CO-1-036,src-2017-co-ch,1,36,其他（國際審查委員會對下列方面表示關切： a) 國家在擬訂、實施與）,國際審查委員會對下列方面表示關切： a) 國家在擬訂、實施與評估減災措施時，身心障礙者及其代表組織並未充分參 與。 b) 此類措施缺乏身心障礙婦女、兒童及原住民觀點，特別是社會心理障礙/心智 障礙、聽覺障礙、視聽覺障礙方面。 c) 相關部門間，對於自然災害訊息及應變的責任與事權，過於分散且莫衷一是。 以及 d) 在災害發生時，無法保證提供緊急電源，因此無法確保使用呼吸器及其他電力 維生設備者的生命安全。,,,,pending,2026-05-01
